Match ID 18Char,Little ID,Big ID,Big Days Acceptance to Match,Big Days Interview to Acceptance,Big Days Interview to Match,Big Days Approved to Match,Days Big Assesment Uploaded to Match,Big Days Contact Created to Match,Big Days Enrollment to Match,Days Match Activation to Closure Meeting Date,Days Little Acceptance to Match Activation Date,Days Little Application Recieved to Match Activation Date,Days Little Interview to Match Activation Date,is_not_NA_Big Days Acceptance to Match,is_not_NA_Big Days Interview to Acceptance,is_not_NA_Big Days Interview to Match,is_not_NA_Big Days Approved to Match,is_not_NA_Days Big Assesment Uploaded to Match,is_not_NA_Big Days Contact Created to Match,is_not_NA_Big Days Enrollment to Match,is_not_NA_Days Match Activation to Closure Meeting Date,is_not_NA_Days Little Acceptance to Match Activation Date,is_not_NA_Days Little Application Recieved to Match Activation Date,is_not_NA_Days Little Interview to Match Activation Date,CarAccess_NA,CarAccess_0_No,CarAccess_Yes,Marital_NA,Marital_Single,Marital_Married,Marital_Divorced,Marital_Other,Marital_LivingWithPartner,Marital_Separated,Marital_DomesticPartner,Marital_Widowed,Enroll_NA,Enroll_CB,Enroll_BSW,Enroll_CityWorks,Enroll_SBCollege,Enroll_SBAdult,ReEnroll_NA.x,ReEnroll_Yes.x,ReEnroll_No.x,big_interests_isna,Days Match Activation to Note Completion avg,Successful Match,Big Hmong,Big Nordic,Big Chinese,Big Arabic,Big German,Big Persian,"Big AfricanLanguages(Swahili,Bantu)",Big Creole,Big French,Big Korean,Big Portuguese,Big Asian:Other,Big Hebrew,Big NoPreference,Big AmericanSignLanguage,Big Russian,"Big Indian(Hindi,Punjabi)",Big Spanish,Big Italian,Big Turkish,Big Japanese,Big English,Big Somali,"Big EasternEuropean(Czech,Slovak)",Big BlackorAfricanAmerican,Big MiddleEasternorNorthAfrican,Big Asian,Big PacificIslander-Other,Big Asian-Other,Big Hispanic,Big Hispanic-OtherLatinxorSpanishorigin,Big Prefernottosay,Big Other,Big Asian-Indian,Big AmericanIndianorAlaskaNative,Big WhiteorCaucasian,Big PacificIslander-NativeHawaiian,Big Asian-Chinese,Big Weekends,Big Morning,Big Afternoon,Big Evening,Little BlackorAfricanAmerican,Little Hispanic-PuertoRican,Little Asian,Little Asian-Other,Little Asian-Vietnamese,Little Hispanic,Little Hispanic-OtherLatinxorSpanishorigin,Little Other,Little AmericanIndianorAlaskaNative,Little WhiteorCaucasian,"Little Hispanic-Mexican,MexicanAmerican,Chicano",Big Home = Little Home,Same County,Same State,Same Zip,Has Rationale for Match,Big Age,big_occupation_category_Agriculture & Natural Resources,"big_occupation_category_Arts, Media & Entertainment",big_occupation_category_Business & Finance,big_occupation_category_Education,"big_occupation_category_Government, Law & Protective Services",big_occupation_category_Human & Social Services,big_occupation_category_Labor & Skilled Trades,big_occupation_category_Medical & Health Services,big_occupation_category_Not in Labor Force / Other,"big_occupation_category_Retail, Service & Hospitality",big_occupation_category_Technology & Engineering,Program Type_Community,Program Type_Site,Program Type_Site Based Facilitated,Program Type_Site Based Plus,match_length,net_sentiment,positive,negative,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,mean_cadence
a1v2J000002esTYQAY,0032J00003PLfaGQAT,0032J00003RbTOy,0,0,0,22,0,100,-447,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,175.25,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,38,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13.5,309,517,208,107,647,22,144,127,154,47,411,53.2857142857143
a1v2J0000028GltQAE,0032J00003PLfaaQAD,0032J00003Ph0hl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,108.6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,FALSE,38,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8,49,66,17,8,45,0,15,22,13,4,82,57.75
a1v2J000002uRlgQAE,0032J00003PfZ6VQAV,0032J00003PhPjL,0,0,0,27,0,0,0,57,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,45,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,TRUE,41,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.1,-15,8,23,21,13,4,5,5,9,6,9,36
a1v2J0000027UAeQAM,0032J00003PLfaxQAD,0032J00003Ph0iv,0,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,299.266666666667,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,31,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,24.3,9641,9884,243,240,10846,206,279,4563,234,3196,8226,50.7142857142857
a1v2J0000027ogFQAQ,0032J00003PfZ6XQAV,0032J00003PgoW9,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,786.869565217391,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,TRUE,32,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,64.1,2572,2722,150,145,2095,95,138,1886,136,363,1629,85.0454545454545
a1v2J0000028DktQAE,0032J00003PLfbtQAD,0032J00003PhPj8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,346.5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,TRUE,38,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,36.8,23759,24376,617,514,25274,219,522,16135,473,12866,19680,72.6
a1v2J000002uUBsQAM,0032J00003PfZ6YQAV,0032J00003PgPng,0,0,0,33,0,0,0,1131,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,371,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,27,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,37.2,704,808,104,71,1195,16,82,624,51,218,927,61.2307692307692
a1v2J0000028MtYQAU,0032J00003PLfbwQAD,0032J00003PhCeA,0,0,0,0,0,0,0,235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,140.375,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,FALSE,33,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,7.7,324,349,25,18,376,16,101,174,21,15,258,28.2857142857143
a1v2J0000028FvmQAE,0032J00003PfZJeQAN,0032J00003PhPj5,0,0,0,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1116.52777777778,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,TRUE,36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,85.4,25690,26465,775,764,24858,213,1317,17178,704,9190,18845,73.1142857142857
a1v2J00000281ZgQAI,0032J00003PLfcKQAT,0032J00003Pgbou,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,270,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,FALSE,39,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,13.9,180,201,21,5,168,5,12,141,41,5,43,97.5
a1v2J000002ACf1QAG,0032J00003PLfckQAD,0032J00003PgDFC,0,0,0,0,0,0,0,831,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,377.684210526316,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,FALSE,47,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,31.1,1031,1216,185,79,1184,10,101,687,95,200,771,51.2777777777778
a1v2J0000027tYAQAY,0032J00003PLfclQAD,0032J00003PhPiU,0,0,0,1,0,0,0,62,-1623,-1539,-1539,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,54.75,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,36,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2.5,6,13,7,4,20,0,4,4,4,4,17,19.6666666666667
a1v2J000003tjssQAA,0032J00003PLfclQAD,0032J00003iBpAr,262,36,298,28,287,306,304,0,184,268,268,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,309.823529411765,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,50,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,30.1,7830,8227,397,1631,7124,178,1771,6082,238,2235,4074,55.5333333333333
a1v2J0000028rRMQAY,0032J00003PfZJhQAN,0032J00003PhDl8,0,0,0,56,0,0,0,0,-1306,-1280,-1291,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,305.4,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,39,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,27.5,277,349,72,15,389,25,43,204,32,121,251,84.7777777777778
a1v2J0000027ViNQAU,0032J00003PLgMOQA1,0032J00003Pgbqe,0,0,0,14,0,0,0,1335,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,527.5,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,TRUE,35,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,44.4,1131,1284,153,121,1278,65,148,599,111,353,1052,62.0952380952381
a1v2J000003m4NhQAI,0032J00003PfZJhQAN,0032J00003eOdv7,152,56,208,27,171,221,214,0,90,116,105,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,298.333333333333,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRUE,28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,27.5,936,1087,151,136,1281,113,149,857,120,403,734,58.4285714285714
a1v2J000002ADm5QAG,0032J00003PfZJrQAN,0032J00003PgoWI,0,12,0,7,-694,-650,-661,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,256.153846153846,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,32,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,21.2,339,417,78,67,383,20,145,164,147,45,374,50
a1v2J0000028FQ1QAM,0032J00003PLgMOQA1,0032J00003PhD3Q,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,85.25,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,FALSE,38,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5.6,49,84,35,17,59,14,34,42,18,30,45,51
a1v2J0000027XXAQA2,0032J00003PLgMSQA1,0032J00003PgnPT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,734.321428571429,TRUE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,FALSE,63,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,63.9,2056,2310,254,153,2478,6,116,1083,101,330,1701,71.4814814814815
a1v2J0000027ui5QAA,0032J00003PfZJwQAN,0032J00003PhdV1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,135.25,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRUE,39,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,16,38,53,15,3,36,5,19,21,17,10,29,73.6666666666667
a1v2J000002852lQAA,0032J00003PfZK0QAN,0032J00003PhdVz,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,132.777777777778,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,TRUE,34,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,10.1,169,202,33,7,212,0,18,126,41,90,184,30.5
a1v2J0000028MCPQA2,0032J00003PfZK7QAN,0032J00003PhCev,0,0,0,11,0,0,0,409,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,119.2,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TRUE,28,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,13.4,186,220,34,12,277,0,8,109,26,94,254,57.5
a1v2J00000284lkQAA,0032J00003PfZK9QAN,0032J00003PhDlg,0,0,0,21,0,0,0,472,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,232.6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,TRUE,35,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,18.1,1019,1072,53,27,1144,22,33,372,47,252,646,38.1428571428571
