,Match ID 18Char,Big County,Big State,Big Zip,Big: Military,Big Hmong,Big Nordic,Big Chinese,Big Arabic,Big German,Big Persian,"Big AfricanLanguages(Swahili,Bantu)",Big Creole,Big French,Big Korean,Big Portuguese,Big Asian:Other,Big Hebrew,Big NoPreference,Big AmericanSignLanguage,Big Russian,"Big Indian(Hindi,Punjabi)",Big Spanish,Big Italian,Big Turkish,Big Japanese,Big English,Big Somali,"Big EasternEuropean(Czech,Slovak)",Big Languages 1,Big Languages 2,Big BlackorAfricanAmerican,Big MiddleEasternorNorthAfrican,Big Asian,Big PacificIslander-Other,Big Asian-Other,Big Hispanic,Big Hispanic-OtherLatinxorSpanishorigin,Big Prefernottosay,Big Other,Big Asian-Indian,Big AmericanIndianorAlaskaNative,Big WhiteorCaucasian,Big PacificIslander-NativeHawaiian,Big Asian-Chinese,Big Contact: Former Big/Little,Big Weekends,Big Morning,Big Afternoon,Big Evening,Little BlackorAfricanAmerican,Little Hispanic-PuertoRican,Little Asian,Little Asian-Other,Little Asian-Vietnamese,Little Hispanic,Little Hispanic-OtherLatinxorSpanishorigin,Little Other,Little AmericanIndianorAlaskaNative,Little WhiteorCaucasian,"Little Hispanic-Mexican,MexicanAmerican,Chicano",Little County,Little State,Little Zip,Big Home = Little Home,Same County,Same State,Same Zip,Has Rationale for Match
34,a1v2J0000028f1UQAQ,Ramsey,MN,27123.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other,MN,27037.0,0,0,1,0,False
35,a1v2J000002AFgbQAG,Washington,MN,27163.0,No,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Arabic,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other,MN,27123.0,0,0,1,0,True
36,a1v2J00000285GPQAY,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Stokes;Surry,Other,27053.0,0,0,0,1,True
37,a1v2J0000028BTsQAM,Ramsey,MN,27123.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other,MN,27123.0,0,0,1,1,True
38,a1v2J0000028f5wQAA,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Stokes;Surry,Other,27053.0,0,0,0,1,True
39,a1v2J000002AEWgQAO,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Other,MN,27123.0,0,0,1,0,False
40,a1v2J0000028TBiQAM,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Stokes;Surry,Other,27053.0,0,0,0,1,True
41,a1v2J0000038WA9QAM,Stokes;Surry,Other,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Stokes;Surry,Other,27053.0,0,1,1,1,True
42,a1v2J0000027yFzQAI,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Other,MN,27037.0,0,0,1,0,False
43,a1v2J0000028elqQAA,Anoka,MN,27003.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other,MN,27003.0,0,0,1,1,True
44,a1v2J0000027Yo4QAE,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Stokes;Surry,Other,27053.0,0,0,0,1,False
45,a1v2J0000027vAsQAI,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Stokes;Surry,Other,27053.0,0,0,0,1,False
46,a1v2J0000027bhcQAA,Ramsey,MN,27123.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other,MN,27163.0,0,0,1,0,True
47,a1v2J0000027aW3QAI,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Stokes;Surry,Other,27053.0,0,0,0,1,True
48,a1v2J0000027b6OQAQ,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Stokes;Surry,Other,27053.0,0,0,0,1,True
49,a1v2J0000028DERQA2,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,1,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Stokes;Surry,Other,27053.0,0,0,0,1,True
50,a1v2J0000028IusQAE,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Stokes;Surry,Other,27053.0,0,0,0,1,False
51,a1v2J000002AF8tQAG,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Spanish,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Stokes;Surry,Other,27053.0,0,0,0,1,True
52,a1v2J00000283VbQAI,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Stokes;Surry,Other,27053.0,0,0,0,1,True
53,a1v2J0000028AldQAE,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Stokes;Surry,Other,27053.0,0,0,0,1,True
54,a1v2J0000038CVBQA2,Dakota,MN,27037.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Stokes;Surry,Other,27053.0,0,0,0,0,True
55,a1v2J00000284cZQAQ,Washington,MN,27163.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,1,0,0,0,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other,MN,27123.0,0,0,1,0,False
56,a1v2J0000028SvNQAU,Hennepin,MN,27163.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,1,0,0,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Stokes;Surry,Other,27053.0,0,0,0,0,True
57,a1v2J0000028MX5QAM,Ramsey,MN,27123.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other,MN,27123.0,0,0,1,1,True
58,a1v2J000002uRJ9QAM,Dakota,MN,27037.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,1,0,0,0,0,0,0,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other,MN,27037.0,0,0,1,1,True
59,a1v2J0000028UxaQAE,Dakota,MN,27037.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other,MN,27123.0,0,0,1,0,True
60,a1v2J0000027tYMQAY,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,1,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other,MN,27123.0,0,0,1,0,True
61,a1v2J0000028ItJQAU,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other,MN,27123.0,0,0,1,0,True
62,a1v2J0000027ynVQAQ,Anoka,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Stokes;Surry,Other,27053.0,0,0,0,1,True
63,a1v2J000002eh53QAA,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Other,MN,27123.0,0,0,1,0,True
64,a1v2J0000028BuFQAU,Hennepin,MN,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Stokes;Surry,Other,27053.0,0,0,0,0,False
65,a1v2J000002811EQAQ,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,Stokes;Surry,Other,27053.0,0,0,0,1,False
66,a1v2J0000028LzbQAE,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Stokes;Surry,Other,27053.0,0,0,0,1,True
67,a1v2J0000027HE3QAM,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Stokes;Surry,Other,27053.0,0,0,0,1,False
68,a1v2J0000028JASQA2,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,1,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Stokes;Surry,Other,27053.0,0,0,0,1,False
69,a1v2J0000027w0sQAA,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Stokes;Surry,Other,27053.0,0,0,0,1,False
70,a1v2J0000028CKWQA2,Hennepin,MN,,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other,MN,27003.0,0,0,1,0,True
71,a1v2J00000285eZQAQ,Scott,MN,27139.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Spanish,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Other,MN,27123.0,0,0,1,0,True
72,a1v2J0000028eSkQAI,Hennepin,MN,27053.0,No,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NoPreference,None,0,0,0,0,0,0,0,0,0,0,0,1,0,0,None,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Stokes;Surry,Other,27053.0,0,0,0,1,True
